failure_penalty,rank,record_id,material_id,failure_label,true_success,predicted_value,uncertainty,failure_risk,failure_aware_score
2.0,39,402,bulk_nacoo2,scf_not_converged,0,0.0,0.0,0.833177939910468,1.666355879820936
2.0,40,377,bulk_nacoo2,scf_not_converged,0,0.0,0.0,0.833177939910468,1.666355879820936
2.0,41,24,h2_r1p984848,job_not_completed,0,0.0,0.0,0.8977261580587594,1.7954523161175189
2.0,42,52,h2_r2p000000,job_not_completed,0,0.0,0.0,0.899132182884137,1.798264365768274
2.0,43,51,h2_r2p000000,job_not_completed,0,0.0,0.0,0.899132182884137,1.798264365768274
2.0,44,147,bulk_cu,job_not_completed,0,0.0,0.0,0.9590077013956235,1.918015402791247
2.0,45,900,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,1.9184428732251984
2.0,46,920,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,1.9184428732251984
2.0,47,932,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,1.9184428732251984
2.0,48,902,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,1.9184428732251984
2.0,49,614,co_on_pt111,qe_error,0,0.0,0.0,0.9771047836137583,1.9542095672275166
2.0,50,666,co_on_pt111,qe_error,0,0.0,0.0,0.9771047836137583,1.9542095672275166
